,sim_num,method,lambda,snr_n,snr_s,Distance,R2_X1,R2_X2,R2_Y
0,0,DeESI_raw,0.75,20,20,7.456298325344051,0.16838890762014835,0.20076921077342536,0.195663496885919
1,0,DeESI_debias,0.75,20,20,7.456298325344051,-10.807758953270854,-5.920155258101797,0.31430642970579725
2,0,DeESI_std,0.75,20,20,7.456298325344051,,,
3,0,DeESI_rawselected_debias,0.75,20,20,7.456298325344051,-10.807758953270858,-5.9201552581018,0.3143064297057969
4,0,DeESI_raw,0.5,20,20,3.563079075147098,0.6084672750508423,0.39612032601991065,0.35612737821018314
5,0,DeESI_debias,0.5,20,20,3.563079075147098,-4.634296354600825,-0.6997507188014378,-0.13948723257248585
6,0,DeESI_std,0.5,20,20,57.647144128643575,,,
7,0,DeESI_rawselected_debias,0.5,20,20,3.563079075147098,-1.6357044175543143,-0.5395365173240496,0.27216802736410073
8,0,DeESI_raw,0.4,20,20,31.302057276543955,0.6275475777435617,-0.14766757485602122,0.4554240534396584
9,0,DeESI_debias,0.4,20,20,29.263950890621768,-1660.6184186703042,-26.60732886627098,0.3979527928006088
10,0,DeESI_std,0.4,20,20,57.647144128643575,,,
11,0,DeESI_rawselected_debias,0.4,20,20,31.302057276543955,-2.478586499196644,0.5292670389504164,-0.05299995132270108
12,0,DeESI_raw,0.3,20,20,31.302057276543955,0.6523977302658375,-0.23729337546864304,0.4979656404410995
13,0,DeESI_debias,0.3,20,20,0.0,-21861.16125229893,-70.73860340612131,0.6300392211677119
14,0,DeESI_std,0.3,20,20,54.729899226739704,,,
15,0,DeESI_rawselected_debias,0.3,20,20,31.302057276543955,-2.6655936316723454,0.5075302481383692,-0.12261925595623357
16,0,DeESI_raw,0.2,20,20,31.302057276543955,0.6753050981090355,-0.3580160565810999,0.46952719455400405
17,0,DeESI_debias,0.2,20,20,27.0715966777309,-102055.03768440364,-13225.885773097485,0.836175004345221
18,0,DeESI_std,0.2,20,20,27.0715966777309,,,
19,0,DeESI_rawselected_debias,0.2,20,20,31.302057276543955,-2.9485556101387416,0.46899964167196095,-0.23234633111983416
20,0,DeESI_raw,0.1,20,20,31.302057276543955,0.6694903923890505,-0.4649379620628913,0.5228278844088793
21,0,DeESI_debias,0.1,20,20,31.302057276543955,0.6694903923890506,-0.46493796206289084,0.522827884408879
22,0,DeESI_std,0.1,20,20,31.302057276543955,,,
23,0,DeESI_rawselected_debias,0.1,20,20,31.302057276543955,-3.224643152174955,0.43397002028555665,-0.354670298009637
24,0,DeESI_raw,0.05,20,20,58.37365395427486,-0.6901048371924763,-0.4756460842089887,0.6813421957476802
25,0,DeESI_debias,0.05,20,20,58.37365395427486,-0.6901048371924772,-0.47564608420898824,0.6813421957476801
26,0,DeESI_std,0.05,20,20,58.37365395427486,,,
27,0,DeESI_rawselected_debias,0.05,20,20,58.37365395427486,-7.480144911492367,-3.9651564666842845,-2.3602546802837465
